"IEU","LOCALIDAD","SIGLAS","ESTADO_IEU","CARRERA","ESTADO_CARRERA","TITULO"
"Universidad Central de Venezuela","Centro Regional Barcelona","UCV","1","Educación (EUS)","1","Licenciado en Educación"
"Universidad Central de Venezuela","Centro Regional Barquisimeto","UCV","1","Educación (EUS)","1","Licenciado en Educación"
"Universidad Central de Venezuela","Centro Regional Barquisimeto","UCV","1","Arquitectura (EUS)","0","Arquitecto"
"Universidad Central de Venezuela","Centro Regional Barquisimeto, Programa de Estudios Universitarios Supervisados de Arquitectura","UCV","1","Arquitectura (EUS)","1","Arquitecto"
"Universidad Central de Venezuela","Centro Regional Ciudad Bolívar","UCV","1","Educación (EUS)","1","Licenciado en Educación"
"Universidad Central de Venezuela","Centro Regional Puerto Ayacucho","UCV","1","Educación (EUS)","1","Licenciado en Educación"
"Universidad Central de Venezuela","Maracay","UCV","1","Ingeniería Agronómica","1","Ingeniero Agrónomo"
"Universidad Central de Venezuela","Maracay","UCV","1","Medicina Veterinaria","1","Médico Veterinario"
"Universidad Central de Venezuela","Núcleo Experimental Armando Mendoza, Cagua","UCV","1","Ingeniería Geofísica","1","Ingeniero Geofísico"
"Universidad Central de Venezuela","Núcleo Experimental Armando Mendoza, Cagua","UCV","1","Ingeniería Metalúrgica","1","Ingeniero Metalúrgico"
"Universidad Central de Venezuela","Núcleo Experimental Armando Mendoza, Cagua","UCV","1","Ingeniería de Minas","1","Ingeniero de Minas"
"Universidad Central de Venezuela","Núcleo Experimental Armando Mendoza, Cagua","UCV","1","Ingeniería Geológica","1","Ingeniero Geólogo"
"Universidad Central de Venezuela","Núcleo Experimental Armando Mendoza, Cagua","UCV","1","Ingeniería Geodésica","1","Ingeniero Geodesta"
"Universidad Central de Venezuela","Núcleo Experimental Armando Mendoza, Cagua","UCV","1","Ingeniería de Petróleo","1","Ingeniero de Petróleo"
"Universidad Central de Venezuela","Núcleo Experimental Armando Mendoza, Cagua","UCV","1","Ingeniería Eléctrica","1","Ingeniero Electricista"
"Universidad Central de Venezuela","Núcleo Experimental Armando Mendoza, Cagua","UCV","1","Ingeniería Química","1","Ingeniero Químico"
"Universidad Central de Venezuela","Núcleo Experimental Armando Mendoza, Cagua","UCV","1","Ingeniería Civil","1","Ingeniero Civil"
"Universidad Central de Venezuela","Núcleo Experimental Armando Mendoza, Cagua","UCV","1","Ingeniería Mecánica","1","Ingeniero Mecánico"
"Universidad Central de Venezuela","Núcleo Experimental Armando Mendoza, Cagua","UCV","1","Ingeniería Hidrometeorológica","1","Ingeniero Hidrometeorológico"
"Universidad Central de Venezuela","Núcleo Experimental Armando Mendoza, Cagua","UCV","1","Ingeniería de Procesos Industriales","1","Ingeniero de Procesos Industriales"
"Universidad Centro Occidental Lisandro Alvarado","Barquisimeto","UCLA","1","Matemática","1","Licenciado en Matemática"
"Universidad Centro Occidental Lisandro Alvarado","Barquisimeto","UCLA","1","Ingeniería en Informática","1","Ingeniero en Informática"
"Universidad Centro Occidental Lisandro Alvarado","Barquisimeto","UCLA","1","Ingeniería Civil","1","Ingeniero Civil"
"Universidad Centro Occidental Lisandro Alvarado","Barquisimeto","UCLA","1","Análisis de Sistemas (Técnica)","1","Analista de Sistemas"
"Universidad Centro Occidental Lisandro Alvarado","Barquisimeto","UCLA","1","Ingeniería Agronómica","1","Ingeniero Agrónomo"
"Universidad Centro Occidental Lisandro Alvarado","Barquisimeto","UCLA","1","Ingeniería Agroindustrial","1","Ingeniero Agroindustrial"
"Universidad Centro Occidental Lisandro Alvarado","Barquisimeto","UCLA","1","Medicina Veterinaria","1","Médico Veterinario"
"Universidad Centro Occidental Lisandro Alvarado","Barquisimeto","UCLA","1","Medicina","1","Médico Cirujano"
"Universidad Centro Occidental Lisandro Alvarado","Barquisimeto","UCLA","1","Enfermería","1","Licenciado en Enfermería"
"Universidad Centro Occidental Lisandro Alvarado","Barquisimeto","UCLA","1","Enfermería (Técnica)","0","Técnico Superior en Enfermería"
"Universidad Centro Occidental Lisandro Alvarado","Barquisimeto","UCLA","1","Contaduría Pública","1","Licenciado en Contaduría Pública"
"Universidad Centro Occidental Lisandro Alvarado","Barquisimeto","UCLA","1","Administración Comercial","0","Licenciado en Administración"
"Universidad Centro Occidental Lisandro Alvarado","Barquisimeto","UCLA","1","Administración","1","Licenciado en Administración"
"Universidad Centro Occidental Lisandro Alvarado","Barquisimeto","UCLA","1","Ingeniería de Producción","1","Ingeniero de Producción"
"Universidad Centro Occidental Lisandro Alvarado","Barquisimeto","UCLA","1","Artes Plásticas","1","Licenciado en Artes Plásticas"
"Universidad Centro Occidental Lisandro Alvarado","Barquisimeto","UCLA","1","Psicología","1","Licenciado en Psicología"
"Universidad Centro Occidental Lisandro Alvarado","Barquisimeto","UCLA","1","Desarrollo Humano","1","Licenciado en Desarrollo Humano"
"Universidad Centro Occidental Lisandro Alvarado","Barquisimeto","UCLA","1","Música","1","Licenciado en Música"
"Universidad Centro Occidental Lisandro Alvarado","Barquisimeto","UCLA","1","Economía","1","Economista"
"Universidad Centro Occidental Lisandro Alvarado","Barquisimeto","UCLA","1","Fonoaudiología","0","Licenciado en Fonoaudiología"
"Universidad Centro Occidental Lisandro Alvarado","Barquisimeto","UCLA","1","Urbanismo","1","Urbanista"
"Universidad Centro Occidental Lisandro Alvarado","Barquisimeto","UCLA","1","Ingeniería Telemática","1",
"Universidad Centro Occidental Lisandro Alvarado","Barquisimeto","UCLA","1","Física","1",
"Universidad Centro Occidental Lisandro Alvarado","Carora","UCLA","1","Tecnología Agropecuaria","1","Técnico Superior Universitario en Tecnología Agropecuaria"
"Universidad Centro Occidental Lisandro Alvarado","El Tocuyo","UCLA","1","Tecnología Agroindustrial","1","Técnico Superior Agroindustrial"
"Universidad de Carabobo","Maracay","UC","1","Medicina","1","Médico Cirujano"
"Universidad de Carabobo","Maracay","UC","1","Bioanálisis","1","Licenciado en Bioanálisis"
"Universidad de Carabobo","Maracay","UC","1","Contaduría Pública","1","Licenciado en Contaduría Pública"
"Universidad de Carabobo","Maracay","UC","1","Administración Comercial","1","Licenciado en Administración Comercial"
"Universidad de Carabobo","Valencia","UC","1","Química","1","Licenciado en Química"
"Universidad de Carabobo","Valencia","UC","1","Física","1","Licenciado en Física"
"Universidad de Carabobo","Valencia","UC","1","Matemática","1","Licenciado en Matemática"
"Universidad de Carabobo","Valencia","UC","1","Computación","1","Licenciado en Computación"
"Universidad de Carabobo","Valencia","UC","1","Ingeniería Eléctrica","1","Ingeniero Electricista"
"Universidad de Carabobo","Valencia","UC","1","Ingeniería Mecánica","1","Ingeniero Mecánico"
"Universidad de Carabobo","Valencia","UC","1","Ingeniería Química","1","Ingeniero Químico"
"Universidad de Carabobo","Valencia","UC","1","Ingeniería Industrial","1","Ingeniero Industrial"
"Universidad de Carabobo","Valencia","UC","1","Ingeniería Civil","1","Ingeniero Civil"
"Universidad de Carabobo","Valencia","UC","1","Medicina","1","Médico Cirujano"
"Universidad de Carabobo","Valencia","UC","1","Enfermería","1","Licenciado en Enfermería"
"Universidad de Carabobo","Valencia","UC","1","Bioanálisis","1","Licenciado en Bioanálisis"
"Universidad de Carabobo","Valencia","UC","1","Odontología","1","Odontólogo"
"Universidad de Carabobo","Valencia","UC","1","Enfermería (Técnica)","1","Técnico Superior en Enfermería"
"Universidad de Carabobo","Valencia","UC","1","Educación","1","Licenciado en Educación"
"Universidad de Carabobo","Valencia","UC","1","Economía","1","Economista"
"Universidad de Carabobo","Valencia","UC","1","Contaduría Pública","1","Licenciado en Contaduría Pública"
"Universidad de Carabobo","Valencia","UC","1","Administración Comercial","1","Licenciado en Administración Comercial"
"Universidad de Carabobo","Valencia","UC","1","Relaciones Industriales","1","Licenciado en Relaciones Industriales"
"Universidad de Carabobo","Valencia","UC","1","Derecho","1","Abogado"
"Universidad de Carabobo","Valencia","UC","1","Biología","1","Licenciado en Biología"
"Universidad de Carabobo","Valencia","UC","1","Ingeniería de Telecomunicaciones","1","Ingeniero de Telecomunicaciones"
"Universidad de Carabobo","Valencia","UC","1","Citotecnología (Técnica)","1","Técnico  Superior Citotecnólogo"
"Universidad de Carabobo","Valencia","UC","1","Tecnología Cardiopulmonar","1","Técnico Superior Cardiopulmonar"
"Universidad de Carabobo","Valencia","UC","1","Registros y Estadísticas de Salud (Técnica)","1","Técnico Superior en Registros y Estadísticas de Salud"
"Universidad de Carabobo","Valencia","UC","1","Imagenología (Técnica)","1","Técnico Superior Universitario en Imagenología"
"Universidad de Carabobo","Valencia","UC","1","Estudios Políticos","1","Licenciado en Estudios Políticos"
"Universidad de Carabobo","Valencia","UC","1","Ciencias Fiscales","1","Licenciado en Ciencias Fiscales"
"Universidad de Carabobo","Valencia","UC","1","Terapia Psicosocial","1","Técnico Superior en Terapia Psicosocial"
"Universidad de Carabobo","Valencia","UC","1","Histotecnología (Técnica)","1","Técnico Superior Universitario en Histotecnología"
"Universidad de Carabobo","Valencia","UC","1","Ciencias Forenses","1","Licenciado en Ciencias Forenses"
"Universidad de Carabobo","Valencia","UC","1","Fisioterapia","0",
"Universidad de Carabobo","Valencia","UC","1","Fisioterapia","0",
"Universidad de Carabobo","Valencia","UC","1","Fisioterapia","1",
"Universidad de Carabobo","Valencia","UC","1","Fisioterapia","1",
"Universidad de Falcón","Carirubana","UDEFA","1","Turismo","1","Licenciado en Turismo"
"Universidad de Falcón","Carirubana","UDEFA","1","Ingeniería Electrónica","1","Ingeniero Electrónico"
"Universidad de Falcón","Carirubana","UDEFA","1","Ingeniería Ambiental","1","Ingeniero Ambiental"
"Universidad de Falcón","Carirubana","UDEFA","1","Procesos Gerenciales","1","Licenciado en Procesos Gerenciales"
"Universidad de Falcón","Carirubana","UDEFA","1","Derecho","1","Abogado"
"Universidad de las Ciencias de la Salud ""Hugo Chávez Frías""","CABES - Amazonas","UCS","1","PNF en Medicina Integral Comunitaria","1",
"Universidad de las Ciencias de la Salud ""Hugo Chávez Frías""","CABES - Amazonas","UCS","1","PNF en Fisioterapia","1",
"Universidad de las Ciencias de la Salud ""Hugo Chávez Frías""","CABES - Amazonas","UCS","1","PNF en Fisioterapia","1",
"Universidad de las Ciencias de la Salud ""Hugo Chávez Frías""","CABES - Amazonas","UCS","1","PNF en Odontología","1",
"Universidad de las Ciencias de la Salud ""Hugo Chávez Frías""","CABES - Amazonas","UCS","1","PNF en Odontología","1",
"Universidad de las Ciencias de la Salud ""Hugo Chávez Frías""","CABES - Anzoátegui","UCS","1","PNF en Medicina Integral Comunitaria","1",
"Universidad de las Ciencias de la Salud ""Hugo Chávez Frías""","CABES - Anzoátegui","UCS","1","PNF en Enfermería Integral Comunitaria","1",
"Universidad de las Ciencias de la Salud ""Hugo Chávez Frías""","CABES - Anzoátegui","UCS","1","PNF en Enfermería Integral Comunitaria","1",
"Universidad de las Ciencias de la Salud ""Hugo Chávez Frías""","CABES - Anzoátegui","UCS","1","PNF en Fisioterapia","1",
"Universidad de las Ciencias de la Salud ""Hugo Chávez Frías""","CABES - Anzoátegui","UCS","1","PNF en Fisioterapia","1",
"Universidad de las Ciencias de la Salud ""Hugo Chávez Frías""","CABES - Anzoátegui","UCS","1","PNF  en Fonoaudiología","1",
"Universidad de las Ciencias de la Salud ""Hugo Chávez Frías""","CABES - Anzoátegui","UCS","1","PNF  en Fonoaudiología","1",
"Universidad de las Ciencias de la Salud ""Hugo Chávez Frías""","CABES - Apure","UCS","1","PNF en Medicina Integral Comunitaria","1",
"Universidad de las Ciencias de la Salud ""Hugo Chávez Frías""","CABES - Apure","UCS","1","PNF en Odontología","1",
"Universidad de las Ciencias de la Salud ""Hugo Chávez Frías""","CABES - Apure","UCS","1","PNF en Odontología","1",
"Universidad de las Ciencias de la Salud ""Hugo Chávez Frías""","CABES - Aragua","UCS","1","PNF en Medicina Integral Comunitaria","1",
"Universidad de las Ciencias de la Salud ""Hugo Chávez Frías""","CABES - Aragua","UCS","1","PNF en Enfermería Integral Comunitaria","1",
"Universidad de las Ciencias de la Salud ""Hugo Chávez Frías""","CABES - Aragua","UCS","1","PNF en Enfermería Integral Comunitaria","1",
"Universidad de las Ciencias de la Salud ""Hugo Chávez Frías""","CABES - Aragua","UCS","1","PNF en Odontología","1",
"Universidad de las Ciencias de la Salud ""Hugo Chávez Frías""","CABES - Aragua","UCS","1","PNF en Odontología","1",
"Universidad de las Ciencias de la Salud ""Hugo Chávez Frías""","CABES - Aragua","UCS","1","PNF  en Fonoaudiología","1",
"Universidad de las Ciencias de la Salud ""Hugo Chávez Frías""","CABES - Aragua","UCS","1","PNF  en Fonoaudiología","1",
"Universidad de las Ciencias de la Salud ""Hugo Chávez Frías""","CABES - Barinas","UCS","1","PNF en Medicina Integral Comunitaria","1",
"Universidad de las Ciencias de la Salud ""Hugo Chávez Frías""","CABES - Barinas","UCS","1","PNF en Fisioterapia","1",
"Universidad de las Ciencias de la Salud ""Hugo Chávez Frías""","CABES - Barinas","UCS","1","PNF en Fisioterapia","1",
"Universidad de las Ciencias de la Salud ""Hugo Chávez Frías""","CABES - Bolívar","UCS","1","PNF en Medicina Integral Comunitaria","1",
"Universidad de las Ciencias de la Salud ""Hugo Chávez Frías""","CABES - Bolívar","UCS","1","PNF en Enfermería Integral Comunitaria","0",
"Universidad de las Ciencias de la Salud ""Hugo Chávez Frías""","CABES - Bolívar","UCS","1","PNF en Enfermería Integral Comunitaria","0",
"Universidad de las Ciencias de la Salud ""Hugo Chávez Frías""","CABES - Bolívar","UCS","1","PNF en Fisioterapia","1",
"Universidad de las Ciencias de la Salud ""Hugo Chávez Frías""","CABES - Bolívar","UCS","1","PNF en Fisioterapia","1",
"Universidad de las Ciencias de la Salud ""Hugo Chávez Frías""","CABES - Bolívar","UCS","1","PNF en Odontología","1",
"Universidad de las Ciencias de la Salud ""Hugo Chávez Frías""","CABES - Bolívar","UCS","1","PNF en Odontología","1",
"Universidad de las Ciencias de la Salud ""Hugo Chávez Frías""","CABES - Bolívar","UCS","1","PNF en Terapia Ocupacional","1",
"Universidad de las Ciencias de la Salud ""Hugo Chávez Frías""","CABES - Bolívar","UCS","1","PNF en Terapia Ocupacional","1",
"Universidad de las Ciencias de la Salud ""Hugo Chávez Frías""","CABES - Carabobo","UCS","1","PNF en Medicina Integral Comunitaria","1",
"Universidad de las Ciencias de la Salud ""Hugo Chávez Frías""","CABES - Carabobo","UCS","1","PNF en Enfermería Integral Comunitaria","1",
"Universidad de las Ciencias de la Salud ""Hugo Chávez Frías""","CABES - Carabobo","UCS","1","PNF en Enfermería Integral Comunitaria","1",
"Universidad de las Ciencias de la Salud ""Hugo Chávez Frías""","CABES - Carabobo","UCS","1","PNF en Fisioterapia","1",
"Universidad de las Ciencias de la Salud ""Hugo Chávez Frías""","CABES - Carabobo","UCS","1","PNF en Fisioterapia","1",
"Universidad de las Ciencias de la Salud ""Hugo Chávez Frías""","CABES - Cojedes","UCS","1","PNF en Medicina Integral Comunitaria","1",
"Universidad de las Ciencias de la Salud ""Hugo Chávez Frías""","CABES - Delta Amacuro","UCS","1","PNF en Medicina Integral Comunitaria","1",
"Universidad de las Ciencias de la Salud ""Hugo Chávez Frías""","CABES - Distrito Capital ","UCS","1","PNF en Medicina Integral Comunitaria","1",
"Universidad de las Ciencias de la Salud ""Hugo Chávez Frías""","CABES - Distrito Capital ","UCS","1","PNF en Fisioterapia","1",
"Universidad de las Ciencias de la Salud ""Hugo Chávez Frías""","CABES - Distrito Capital ","UCS","1","PNF en Fisioterapia","1",
"Universidad de las Ciencias de la Salud ""Hugo Chávez Frías""","CABES - Distrito Capital ","UCS","1","PNF  en Fonoaudiología","1",
"Universidad de las Ciencias de la Salud ""Hugo Chávez Frías""","CABES - Distrito Capital ","UCS","1","PNF  en Fonoaudiología","1",
"Universidad de las Ciencias de la Salud ""Hugo Chávez Frías""","CABES - Distrito Capital ","UCS","1","PNF en Terapia Ocupacional","1",
"Universidad de las Ciencias de la Salud ""Hugo Chávez Frías""","CABES - Distrito Capital ","UCS","1","PNF en Terapia Ocupacional","1",
"Universidad de las Ciencias de la Salud ""Hugo Chávez Frías""","CABES - Falcón","UCS","1","PNF en Medicina Integral Comunitaria","1",
"Universidad de las Ciencias de la Salud ""Hugo Chávez Frías""","CABES - Falcón","UCS","1","PNF en Odontología","1",
"Universidad de las Ciencias de la Salud ""Hugo Chávez Frías""","CABES - Falcón","UCS","1","PNF en Odontología","1",
"Universidad de las Ciencias de la Salud ""Hugo Chávez Frías""","CABES - Guárico","UCS","1","PNF en Medicina Integral Comunitaria","1",
"Universidad de las Ciencias de la Salud ""Hugo Chávez Frías""","CABES - Lara","UCS","1","PNF en Medicina Integral Comunitaria","1",
"Universidad de las Ciencias de la Salud ""Hugo Chávez Frías""","CABES - Lara","UCS","1","PNF en Fisioterapia","1",
"Universidad de las Ciencias de la Salud ""Hugo Chávez Frías""","CABES - Lara","UCS","1","PNF en Fisioterapia","1",
"Universidad de las Ciencias de la Salud ""Hugo Chávez Frías""","CABES - Mérida","UCS","1","PNF en Medicina Integral Comunitaria","1",
"Universidad de las Ciencias de la Salud ""Hugo Chávez Frías""","CABES - Miranda","UCS","1","PNF en Medicina Integral Comunitaria","1",
"Universidad de las Ciencias de la Salud ""Hugo Chávez Frías""","CABES - Miranda","UCS","1","PNF en Enfermería Integral Comunitaria","1",
"Universidad de las Ciencias de la Salud ""Hugo Chávez Frías""","CABES - Miranda","UCS","1","PNF en Enfermería Integral Comunitaria","1",
"Universidad de las Ciencias de la Salud ""Hugo Chávez Frías""","CABES - Monagas","UCS","1","PNF en Medicina Integral Comunitaria","1",
"Universidad de las Ciencias de la Salud ""Hugo Chávez Frías""","CABES - Nueva Esparta","UCS","1","PNF en Medicina Integral Comunitaria","1",
"Universidad de las Ciencias de la Salud ""Hugo Chávez Frías""","CABES - Portuguesa","UCS","1","PNF en Medicina Integral Comunitaria","1",
"Universidad de las Ciencias de la Salud ""Hugo Chávez Frías""","CABES - Portuguesa","UCS","1","PNF en Fisioterapia","1",
"Universidad de las Ciencias de la Salud ""Hugo Chávez Frías""","CABES - Portuguesa","UCS","1","PNF en Fisioterapia","1",
"Universidad de las Ciencias de la Salud ""Hugo Chávez Frías""","CABES - Sucre","UCS","1","PNF en Medicina Integral Comunitaria","1",
"Universidad de las Ciencias de la Salud ""Hugo Chávez Frías""","CABES - Sucre","UCS","1","PNF en Fisioterapia","1",
"Universidad de las Ciencias de la Salud ""Hugo Chávez Frías""","CABES - Sucre","UCS","1","PNF en Fisioterapia","1",
"Universidad de las Ciencias de la Salud ""Hugo Chávez Frías""","CABES - Sucre","UCS","1","PNF en Odontología","1",
"Universidad de las Ciencias de la Salud ""Hugo Chávez Frías""","CABES - Sucre","UCS","1","PNF en Odontología","1",
"Universidad de las Ciencias de la Salud ""Hugo Chávez Frías""","CABES - Táchira","UCS","1","PNF en Medicina Integral Comunitaria","1",
"Universidad de las Ciencias de la Salud ""Hugo Chávez Frías""","CABES - Táchira","UCS","1","PNF en Odontología","1",
"Universidad de las Ciencias de la Salud ""Hugo Chávez Frías""","CABES - Táchira","UCS","1","PNF en Odontología","1",
"Universidad de las Ciencias de la Salud ""Hugo Chávez Frías""","CABES - Trujillo","UCS","1","PNF en Medicina Integral Comunitaria","1",
"Universidad de las Ciencias de la Salud ""Hugo Chávez Frías""","CABES - Trujillo","UCS","1","PNF en Enfermería Integral Comunitaria","1",
"Universidad de las Ciencias de la Salud ""Hugo Chávez Frías""","CABES - Trujillo","UCS","1","PNF en Enfermería Integral Comunitaria","1",
"Universidad de las Ciencias de la Salud ""Hugo Chávez Frías""","CABES - Trujillo","UCS","1","PNF en Fisioterapia","1",
"Universidad de las Ciencias de la Salud ""Hugo Chávez Frías""","CABES - Trujillo","UCS","1","PNF en Fisioterapia","1",
"Universidad de las Ciencias de la Salud ""Hugo Chávez Frías""","CABES - Vargas","UCS","1","PNF en Medicina Integral Comunitaria","1",
"Universidad de las Ciencias de la Salud ""Hugo Chávez Frías""","CABES - Yaracuy","UCS","1","PNF en Medicina Integral Comunitaria","1",
"Universidad de las Ciencias de la Salud ""Hugo Chávez Frías""","CABES - Zulia","UCS","1","PNF en Medicina Integral Comunitaria","1",
"Universidad de las Ciencias de la Salud ""Hugo Chávez Frías""","CABES - Zulia","UCS","1","PNF en Enfermería Integral Comunitaria","1",
"Universidad de las Ciencias de la Salud ""Hugo Chávez Frías""","CABES - Zulia","UCS","1","PNF en Enfermería Integral Comunitaria","1",
"Universidad de las Ciencias de la Salud ""Hugo Chávez Frías""","CABES - Zulia","UCS","1","PNF en Fisioterapia","1",
"Universidad de las Ciencias de la Salud ""Hugo Chávez Frías""","CABES - Zulia","UCS","1","PNF en Fisioterapia","1",
"Universidad de Los Andes","Mérida","ULA","1","Química","1","Licenciado en Química"
"Universidad de Los Andes","Mérida","ULA","1","Física","1","Licenciado en Física"
"Universidad de Los Andes","Mérida","ULA","1","Matemática","1","Licenciado en Matemática"
"Universidad de Los Andes","Mérida","ULA","1","Biología","1","Licenciado en Biología"
"Universidad de Los Andes","Mérida","ULA","1","Ingeniería Geológica","1","Ingeniero Geólogo"
"Universidad de Los Andes","Mérida","ULA","1","Ingeniería de Sistemas","1","Ingeniero de Sistemas"
"Universidad de Los Andes","Mérida","ULA","1","Ingeniería Eléctrica","1","Ingeniero Electricista"
"Universidad de Los Andes","Mérida","ULA","1","Ingeniería Mecánica","1","Ingeniero Mecánico"
"Universidad de Los Andes","Mérida","ULA","1","Ingeniería Química","1","Ingeniero Químico"
"Universidad de Los Andes","Mérida","ULA","1","Ingeniería Civil","1","Ingeniero Civil"
"Universidad de Los Andes","Mérida","ULA","1","Arquitectura","1","Arquitecto"
"Universidad de Los Andes","Mérida","ULA","1","Diseño Gráfico","1","Licenciado en Diseño Gráfico"
"Universidad de Los Andes","Mérida","ULA","1","Ingeniería Forestal","1","Ingeniero Forestal"
"Universidad de Los Andes","Mérida","ULA","1","Técnico Superior Forestal","1","Técnico Superior Universitario Forestal"
"Universidad de Los Andes","Mérida","ULA","1","Medicina","1","Médico Cirujano"
"Universidad de Los Andes","Mérida","ULA","1","Enfermería","1","Licenciado en Enfermería"
"Universidad de Los Andes","Mérida","ULA","1","Bioanálisis","1","Licenciado en Bioanálisis"
"Universidad de Los Andes","Mérida","ULA","1","Nutrición y Dietética","1","Nutricionista"
"Universidad de Los Andes","Mérida","ULA","1","Odontología","1","Odontólogo"
"Universidad de Los Andes","Mérida","ULA","1","Farmacia","1","Farmacéutico"
"Universidad de Los Andes","Mérida","ULA","1","Tecnología Superior en Estadística de  Salud","1","Técnico Superior en Estadística de la Salud"
"Universidad de Los Andes","Mérida","ULA","1","Educación Preescolar","0","Licenciado en Educación Mención Preescolar"
"Universidad de Los Andes","Mérida","ULA","1","Educación Básica Integral","0","Licenciado en Educación Mención Básica Integral"
"Universidad de Los Andes","Mérida","ULA","1","Educación Mención Ciencias Físico Naturales","1","Licenciado en Educación: Ciencias Físico-Naturales"
"Universidad de Los Andes","Mérida","ULA","1","Educación Mención Matemática","1","Licenciado en Educación Mención Matemática"
"Universidad de Los Andes","Mérida","ULA","1","Educación Física","0","Licenciado en Educación Física"
"Universidad de Los Andes","Mérida","ULA","1","Educación Mención Lenguas Modernas","1","Licenciado en Educación Mención Lenguas Modernas"
"Universidad de Los Andes","Mérida","ULA","1","Economía","1","Economista"
"Universidad de Los Andes","Mérida","ULA","1","Estadística","1","Licenciado en Estadística"
"Universidad de Los Andes","Mérida","ULA","1","Contaduría Pública","1","Licenciado en Contaduría Pública"
"Universidad de Los Andes","Mérida","ULA","1","Administración","1","Licenciado en Administración"
"Universidad de Los Andes","Mérida","ULA","1","Geografía","1","Licenciado en Geografía"
"Universidad de Los Andes","Mérida","ULA","1","Derecho","1","Abogado"
"Universidad de Los Andes","Mérida","ULA","1","Criminología","1","Criminólogo"
"Universidad de Los Andes","Mérida","ULA","1","Ciencias Políticas","1","Politólogo"
"Universidad de Los Andes","Mérida","ULA","1","Letras Mención Lenguas y Literaturas Modernas","0","Licenciado en Letras Mención Lengua y Literatura Moderna"
"Universidad de Los Andes","Mérida","ULA","1","Letras Mención Lengua y Literatura Hispanoamericana y Venezolana","1","Licenciado en Letras Mención Lengua y Literatura Hispanoamericana y Venezolana"
"Universidad de Los Andes","Mérida","ULA","1","Letras Mención Historia del Arte","1","Licenciado en Letras Mención Historia del Arte"
"Universidad de Los Andes","Mérida","ULA","1","Historia","1","Licenciado en Historia"
"Universidad de Los Andes","Mérida","ULA","1","Idiomas Modernos","1","Licenciado en Idiomas Modernos"
"Universidad de Los Andes","Mérida","ULA","1","Artes Visuales","1","Licenciado en Artes Visuales"
"Universidad de Los Andes","Mérida","ULA","1","Medios Audiovisuales","1","Licenciado en Medios Audiovisuales"
"Universidad de Los Andes","Mérida","ULA","1","Música","1","Licenciado en Música"
"Universidad de Los Andes","Mérida","ULA","1","Diseño Industrial","1","Licenciado en Diseño Industrial"
"Universidad de Los Andes","Mérida","ULA","1","Letras Mención Lengua y Literaturas  Clásicas","1","Licenciado en Letras Mención Lenguas y Literaturas Clásicas"
"Universidad de Los Andes","Mérida","ULA","1","Educación Mención Básica Integral","1","Licenciado en Educación Mención Básica Integral"
"Universidad de Los Andes","Mérida","ULA","1","Educación Mención Preescolar","1","Licenciado en Educación Mención Preescolar"
"Universidad de Los Andes","Mérida","ULA","1","Educación Mención Educación Física","1","Licenciado en Educación mención Educación Física"
"Universidad de Los Andes","Mérida","ULA","1","Tecnología Radiológica Médica","0","Técnico Superior en Tecnología Radiológica Médica"
"Universidad de Los Andes","Mérida","ULA","1","Actuación","1","Licenciado en Actuación"
"Universidad de Los Andes","Mérida","ULA","1","Inspección de Salud Pública (Técnica)","1","Técnico Superior Universitario en Inspección de Salud Pública"
"Universidad de Los Andes","Mérida","ULA","1","Danza y Artes del Movimiento","1",
"Universidad de Los Andes","Mérida","ULA","1","Psicología","1",
"Universidad de Los Andes","Mérida","ULA","1","Comunicación Social","1",
"Universidad de Los Andes","Táchira","ULA","1","Medicina","1","Médico Cirujano"
"Universidad de Los Andes","Táchira","ULA","1","Educación Básica Integral","0","Licenciado en Educación Mención Básica Integral"
"Universidad de Los Andes","Táchira","ULA","1","Educación Mención Geografía y Ciencias de la Tierra","1","Licenciado en Educación Mención Geografía y Ciencias de la Tierra"
"Universidad de Los Andes","Táchira","ULA","1","Educación Mención Matemática","1","Licenciado en Educación Mención Matemática"
"Universidad de Los Andes","Táchira","ULA","1","Educación Mención Castellano y Literatura","1","Licenciado en Educación Mención Castellano y Literatura"
"Universidad de Los Andes","Táchira","ULA","1","Educación Mención Inglés","1","Licenciado en Educación Mención Inglés"
"Universidad de Los Andes","Táchira","ULA","1","Administración de Empresas","1","Licenciado en Administración de Empresas"
"Universidad de Los Andes","Táchira","ULA","1","Comunicación Social","1","Licenciado en Comunicación Social"
"Universidad de Los Andes","Táchira","ULA","1","Educación Mención Básica Integral","1","Licenciado en Educación Mención Básica Integral"
"Universidad de Los Andes","Trujillo","ULA","1","Ingeniería Geológica","1","Ingeniero Geólogo"
"Universidad de Los Andes","Trujillo","ULA","1","Ingeniería de Sistemas","1","Ingeniero de Sistemas"
"Universidad de Los Andes","Trujillo","ULA","1","Ingeniería Eléctrica","1","Ingeniero Electricista"
"Universidad de Los Andes","Trujillo","ULA","1","Ingeniería Mecánica (C. B.)","0","Ingeniero Mecánico"
"Universidad de Los Andes","Trujillo","ULA","1","Ingeniería Química","1","Ingeniero Químico"
"Universidad de Los Andes","Trujillo","ULA","1","Ingeniería Civil","1","Ingeniero Civil"
"Universidad de Los Andes","Trujillo","ULA","1","Ingeniería Agrícola","1","Ingeniero Agrícola"
"Universidad de Los Andes","Trujillo","ULA","1","Tecnología Agrícola","1","Técnico Superior en Tecnología Agrícola"
